UID,Work Order Num,Timestamp,Type,Department,System,Equipment,Sub-Component,Brief Description of Problem or Work,Detailed Description,Date and Time Occurred,Pictures,Upload File,Severity,Maintenance Section,Reported by,Initial Inspection,Parts Needed,Manpower Requirement,Special Tools,Schedule,Methodology,Inspection Status,Maintenance Inspection Completed,Maintenance Superintendent Approval,Maintenance Superintendent Remarks,Maintenance Superintendent Approval Completed,Parts Needed Checking,Manpower Requirement Checking,Special Tools Checking,Schedule Checking,Planning Remarks,Planning Finished,Required Safety Permits,Remarks,Required PPEs,Safety Permit Identification Completed,Manpower,Upload PTW,Maintenance PTW Completed,Required Safety Permits Checking,Remarks Checking,Required PPEs Checking,Manpower Checking,LOTO Checking,Safety Inspection Completed,Actual Work Done,Actual Parts Used,Photos,Maintenance Remarks,Parameters Remarks,Date and Time Finished,QA QC,QA QC Remarks,File Upload,RCA Upload,QA/QC Finished,Equipment Status,WO Close Out,Operation Closed Out Completed,Current Status,Breakdown Count,Work Request Status,Formula 1,Formula 2,Planning Only,*Planning Remarks,WR Status,Days Delayed,Images
3f4b4908,DPTPP-WR-2025-516,7/16/2025 1:51:44,CMS,Operations,Coal Pipe System,Coal Feeder A,Plug Valve Cover,Deformed plug valve cover,"The front cover of the plug valve housing is bent outward and damaged. Coal material is pushing against the cover, causing the deformation. Some bolts holding the cover are broken.",7/16/2025 0:00:00,Work Order Request_Images/3f4b4908.Pictures.182110.jpg,,Sustainable,Mechanical,W.Paciones/J.Factor,Inspected,"12mm x 2.5"" high tensile bolt",,Welding machine,Equipment Shutdown,Work Order Request_Files_/3f4b4908.Methodology.074925.pdf,Need replacement of bolt.,7/16/2025 15:45:16,TRUE,Check with operations if they are conducting regular cleaning. Flatten the housing aand replace with new bolts.,7/19/2025 15:59:42,TRUE,TRUE,TRUE,TRUE,Proceed activity,,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING",7/28/2025 9:38:02,"Welder_R. Sotito , Helper_C. Romero",Work Order Request_Images/3f4b4908.Upload PTW.032349.jpg,7/28/2025 11:22:47,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:50:09,Flatten cover and replaced bolt.,M12 High tensile bolt,Work Order Request_Images/3f4b4908.Photos.032349.jpg,Equipment Operational.,No leak.,7/28/2025 11:23:07,,Implement routine inspection of plug valve components for early signs of deformation and document maintenance activities to ensure traceability and compliance,Work Order Request_Files_/3f4b4908.File Upload.063241.pdf,,8/1/2025 14:32:33,Operational,Closed,8/5/2025 12:13:57,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 20 days,https://drive.google.com/file/d/1NjgO0ehyG7-G1_nQ3hezGf8u9ODa5s8S/view
7f5af1a4,DPTPP-WR-2025-517,7/16/2025 9:40:21,CMS,Operations,Heavy Equipment,Loader 1,Horn,HORN not functioning,"During operating Loader 1, the driver notice the horn is not functioning/working",7/16/2025 9:30:00,Work Order Request_Images/7f5af1a4.Pictures.014529.jpg,,Sustainable,Mechanical,Aries Palaganas,Inspected,1 set of dual tone horn (low and high),,N/A,Equipment Shutdown,Work Order Request_Files_/7f5af1a4.Methodology.063135.pdf,horn is not functioning.,7/16/2025 14:22:43,TRUE,Replace new horn,7/19/2025 15:59:06,TRUE,TRUE,TRUE,TRUE,"Replaced New Horn August 7,2025",,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",8/12/2025 8:58:47,"Mechanic_R. Parcon , Mechanic_C. Ilagan",Work Order Request_Images/7f5af1a4.Upload PTW.075722.jpg,8/12/2025 15:56:27,TRUE,TRUE,TRUE,TRUE,FALSE,8/12/2025 16:21:30,Troubleshooting and replacement of defective horn.,Horn,Work Order Request_Images/7f5af1a4.Photos.075722.jpg,N/A,N/A,8/12/2025 15:56:46,,Ensure all loader safety devices including horns are tested before operation document inspections in the preventive maintenance log to maintain operational safety compliance,,,8/13/2025 10:09:30,Operational,Closed,8/13/2025 12:25:43,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 28 days,https://drive.google.com/file/d/1c1hlW0g7LlU74nzuZrNvwPIi2XvPRjUI/view
fc6d749c,DPTPP-WR-2025-518,7/16/2025 11:30:32,CMS,Operations,Circulating Water System,Rubber Ball Pump,Rubber Ball pump drain plug,Corroded rubber ball pump drain plug,The drain plug of the rubber ball pump came off due to corrosion after the pump was shut down during condenser rubber ball cleaning,7/16/2025 11:00:00,Work Order Request_Images/fc6d749c.Pictures.043054.jpg,,Sustainable,Mechanical,F. Padul,Inspected,Stainless bolt,,Bolt extractor.,Non-Shutdown,Work Order Request_Files_/fc6d749c.Methodology.072011.pdf,The bolt needs to be replaced because the other portion that comes into contact with the water is corroded. Stainless steel should be used this time.,7/16/2025 15:03:03,TRUE,Replace bolts with Stainless type. Conduct replacement once materials are available.,7/19/2025 15:58:20,TRUE,TRUE,TRUE,TRUE,Done,7/21/2025 15:22:20,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",7/22/2025 23:26:05,"Mechanic_R. Parcon , Helper_C. Romero , Helper_S. Vicente , Welder_R. Sotito",Work Order Request_Images/fc6d749c.Upload PTW.053729.jpg,7/23/2025 13:28:39,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/2025 22:01:21,Remove and replaced plug bolt.,12mm bolt.,Work Order Request_Images/fc6d749c.Photos.053728.jpg,Equipment operational.,N/A,7/23/2025 13:29:34,,"Use corrosion resistant materials like stainless steel, apply proper sealant during installation and include plug checks in routine inspections to prevent failures",Work Order Request_Files_/fc6d749c.File Upload.020351.pdf,,8/1/2025 10:03:11,Operational,Closed,8/5/2025 12:16:56,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 20 days,https://drive.google.com/file/d/1WSlAbaF_GgdNPaAlpP2NCCmTEY-gy9vn/view
5d89f233,DPTPP-WR-2025-519,7/16/2025 18:18:52,CMS,Operations,Limestone Handling System,Daily Limestone Silo,continous material level,erratic reading / bad signal,Boiler CRO found out  that continous material level of daily limestone have erratic reading and sometimes bad signal reading during normal operation,7/16/2025 0:00:00,Work Order Request_Images/5d89f233.Pictures.103353.jpg,,Sustainable,I&C,R. Socrates Jr.,For close-out,N,,N,Non-Shutdown,Work Order Request_Files_/5d89f233.Methodology.050344.pdf,Rectified,7/18/2025 13:09:01,TRUE,Make sure that problem will not recur. Include in the routinary PMS Works.,7/19/2025 15:57:38,TRUE,TRUE,FALSE,TRUE,"Done troubleshooting, instrument functional",,"Permit to Work , Lock Out Tag Out","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/21/2025 8:49:45,"I&C Tech._A. Silang , I&C Tech._E.Cualing , I&C Tech._K.Gattoc , I&C Engr._R. Capuno",Work Order Request_Images/5d89f233.Upload PTW.023111.jpg,7/21/2025 10:29:59,TRUE,TRUE,TRUE,TRUE,TRUE,7/22/2025 23:27:02,Probe cleaninh,N,Work Order Request_Images/5d89f233.Photos.023111.jpg,Loop check amd transmitter probe cleaning done,Normal,7/21/2025 10:30:09,,Continue PMS procedure of radar level sensor probe and immediate cleaning if needed,Work Order Request_Files_/5d89f233.File Upload.062642.pdf,,8/1/2025 14:27:12,Operational,Closed,8/5/2025 12:14:38,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 20 days,https://drive.google.com/file/d/1NGcha-5kcC4N3EKzOOfRs8dEuIW8BuuV/view
81b59934,DPTPP-WR-2025-520,7/17/2025 15:06:13,CMS,Operations,Water Treatment System,Activated Carbon Filter B,Outlet valve indicator,Pneumatic outlet valve indicator,Valve undicator not working.,6/16/2025 8:00:00,Work Order Request_Images/81b59934.Pictures.071018.jpg,,Sustainable,I&C,Ymar Lahan/ Glenn De Guzman,For Inspection,Valve visual position indicator,,N,Non-Shutdown,Work Order Request_Files_/81b59934.Methodology.051048.pdf,For inspection,7/18/2025 13:16:04,TRUE,Inspect. Replace if needed.,7/19/2025 15:57:05,TRUE,TRUE,FALSE,TRUE,"Rectified broken position indicator, July 19, 2025",,"Permit to Work , Lock Out Tag Out","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/21/2025 8:50:26,"I&C Tech._E.Cualing , I&C Tech._K.Gattoc",Work Order Request_Images/81b59934.Upload PTW.024155.jpg,7/21/2025 10:35:21,TRUE,TRUE,TRUE,TRUE,TRUE,7/22/2025 23:27:08,Repair visual position indicator,N,Work Order Request_Images/81b59934.Photos.024155.jpg,Repaired,Normal,7/21/2025 10:36:43,,Frequent inspection of pneumatic control valve during operation to confirm functionality,Work Order Request_Files_/81b59934.File Upload.064801.pdf,,8/1/2025 14:48:38,Operational,Closed,8/5/2025 12:13:43,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 19 days,https://drive.google.com/file/d/10g_S0xjfIowehkDX3uTS79GkjLtnJ7Ah/view
fef8b203,DPTPP-WR-2025-521,7/17/2025 15:28:07,PMS,Operations,Coal Handling System,Belt Conveyor 3A,conveyor belt,crack on belt splice point,after coal bunkering 11am of 07/17/2025 the coal handling operator inspected the conveyor and found the crack on belt splice point,7/17/2025 0:00:00,Work Order Request_Images/fef8b203.Pictures.073310.jpg,,Sustainable,Mechanical,Leeward Gutierrez,For repair,SK313 adhesive,,Grinder,Equipment Shutdown,Work Order Request_Files_/fef8b203.Methodology.000025.pdf,For repair.,7/18/2025 7:56:10,TRUE,Conduct thorough inspection of the belt. Repair affected areas.,7/19/2025 15:56:15,TRUE,TRUE,TRUE,TRUE,"Done, July 18,2025",7/19/2025 17:40:19,"Permit to Work , Confined Space","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/21/2025 8:51:18,"Mechanic_R.Salomon , Mechanic_C. Ilagan , Welder_R. Sotito , Helper_C. Romero , Helper_S. Vicente",Work Order Request_Images/fef8b203.Upload PTW.055454.jpg,7/21/2025 13:37:20,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/2025 22:01:28,Cleaning and splicing of belt.,Sk13 adhessive,Work Order Request_Images/fef8b203.Photos.055453.jpg,Operational.,N/A,7/21/2025 13:39:57,,Conduct routine visual on inspections and documentation of conveyor splice conditions supported by preventive maintenance to ensure ongoing safety and reliability,Work Order Request_Files_/fef8b203.File Upload.115032.pdf,,7/31/2025 19:50:25,Operational,Closed,8/5/2025 12:17:48,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 19 days,https://drive.google.com/file/d/1ELotUnmCwcFDtZQls4fHPZpT0Zf6vgUR/view
5651c0f8,DPTPP-WR-2025-522,7/17/2025 18:55:34,CMS,Operations,Limestone Handling System,Star Feeder/Limestone Feeder,Limestone feeder,Motor frequency suddenly dropped and stuck at 3Hz during operation,"During operation, the limestone feeder motors' frequency suddenly dropped and stuck at 3Hz. Even inputting higher frequency as setpoint. possible clog at the limestone feeder",7/17/2025 0:00:00,Work Order Request_Images/5651c0f8.Pictures.110035.jpg,,Breakdown,Mechanical,"Javier, Corroz, Abrea",Done cleaning,N/A,,N/A,Equipment Shutdown,Work Order Request_Files_/5651c0f8.Methodology.030932.pdf,Air leaking in the PU hose connector and need replacement. De-clogging has been done.,7/18/2025 11:05:17,TRUE,Replace PU Hose. Inspect for possible clogging problem.,7/19/2025 15:56:01,TRUE,TRUE,TRUE,TRUE,"Proceed activity, July 18, 2025",,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",7/22/2025 23:26:19,"Welder_R. Sotito , Helper_C. Romero",Work Order Request_Images/5651c0f8.Upload PTW.053157.jpg,7/23/2025 13:23:14,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/2025 22:01:39,Troubleshooting and de-clogging.,No PU hose connector available(straight connector).,Work Order Request_Images/5651c0f8.Photos.053157.jpg,De-clogging completed.,N/A,7/23/2025 13:23:45,,Regularly inspect and replace packing gland seals per manufacturer specs to prevent air and limestone leaks in the Star Feeder,Work Order Request_Files_/5651c0f8.File Upload.003012.pdf,,8/1/2025 8:29:49,Operational,Closed,8/5/2025 12:17:12,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 19 days,https://drive.google.com/file/d/1F1UlqhyoaKBUJI2VwRCJUPudlUbyAfh4/view
41be99fe,DPTPP-WR-2025-523,7/18/2025 6:58:47,CMS,Operations,Coal Handling System,Electromagnetic Iron Separator 3B,CONVEYOR BELT OF IRON REMOVER 3B,Conveyor Belt of iron remover was misalign and sagging on the machine body,"During the 2nd coal loading, the materials handling operator observed the the conveyor belt of iron remover was misalignment and sagging onto the machine body. kindly address this issue immediately.",7/18/2025 5:35:00,Work Order Request_Images/41be99fe.Pictures.231050.jpg,,Breakdown,Mechanical,R.Tipsay/W. Senining,For repair,None,,N/A,Equipment Shutdown,Work Order Request_Files_/41be99fe.Methodology.052219.pdf,Realigning of belt needed.,7/18/2025 8:22:10,TRUE,Conduct immediate realignment of belt,7/19/2025 15:54:57,FALSE,TRUE,TRUE,TRUE,"Done re allignment  July 18, 2025",,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",7/22/2025 23:26:30,"Mechanic_R.Salomon , Mechanic_C. Ilagan , Welder_R. Sotito , Helper_C. Romero , Helper_S. Vicente",Work Order Request_Files_/41be99fe.Upload PTW.052619.pdf,7/23/2025 13:17:23,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/2025 22:01:49,Realign/adjust tension of belt.,None,Work Order Request_Images/41be99fe.Photos.052619.jpg,"Alignment completed, equipment operational.",N/A,7/23/2025 13:18:42,,Implement regular inspection and maintenance of conveyor belt alignment roller condition and tension settings ensure proper loading distribution and promptly address any signs of wear misalignment to prevent operational disruptions,Work Order Request_Files_/41be99fe.File Upload.044827.pdf,,8/2/2025 12:48:17,Operational,Closed,8/5/2025 12:04:57,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 18 days,https://drive.google.com/file/d/18XbD08RC1t30zmC_a1u8o1S1geejxdnk/view
2e7177f1,DPTPP-WR-2025-524,7/18/2025 10:11:24,PMS,Operations,Coal Handling System,Belt Conveyor 3A,belt conveyor,tearing of belt conveyor,tearing of belt conveyor due to contact at the edge of the bunker hopper while running with coal,7/18/2025 0:00:00,Work Order Request_Images/2e7177f1.Pictures.022044.jpg,,Sustainable,Mechanical,Jomar Tabaque,Inspected,N/A,,N/A,Equipment Shutdown,Work Order Request_Files_/2e7177f1.Methodology.032317.pdf,Repair should be done before running the equipment.,7/18/2025 11:18:58,TRUE,Conduct thorough inspection. Check for possible areas of getting in touch with the hopper. Repair the torn out part.,7/19/2025 15:53:42,FALSE,TRUE,TRUE,TRUE,"Proceed activity, July 20, 2025",,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",7/22/2025 23:26:52,"Mechanic_R.Salomon , Mechanic_C. Ilagan , Welder_R. Sotito , Helper_C. Romero , Helper_S. Vicente",Work Order Request_Images/2e7177f1.Upload PTW.021852.jpg,7/23/2025 10:12:25,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/2025 22:01:56,Bend Bunker chute.,N/A,Work Order Request_Images/2e7177f1.Photos.021852.jpg,Belt not touching the chute corner.,N/A,7/23/2025 10:13:43,,Conduct routine visual on inspections and documentation of conveyor splice conditions supported by preventive maintenance to ensure ongoing safety and reliability,Work Order Request_Files_/2e7177f1.File Upload.115526.pdf,,7/31/2025 19:54:49,Operational,Closed,8/5/2025 12:17:33,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 18 days,https://drive.google.com/file/d/1oIRqnID3UZgx9ITH0LR7btwbvbCHcvSS/view
666ce6b4,DPTPP-WR-2025-525,7/18/2025 15:52:14,CMS,Operations,Water Treatment System,Scale Inhibitor Dosing Pump B,Chemical dosing pump B,Unusual sounds during operation,Unusual sound,7/18/2025 15:30:00,Work Order Request_Images/666ce6b4.Pictures.075717.jpg,Work Order Request_Images/666ce6b4.Upload File.075717.jpg,Sustainable,Mechanical,Glenn De Guzman / Ymar lahan,Inspected,Bearing motor side.,,N/A,Equipment Shutdown,Work Order Request_Files_/666ce6b4.Methodology.021054.pdf,The motor bearing is having issues. Work request must be transferred to electrical section.,7/21/2025 9:54:59,TRUE,Proceed with Bearing Replacement,7/24/2025 16:33:36,TRUE,TRUE,TRUE,TRUE,"Done Replacement July 21,2025 of 2pcs Bearing NDE/DE 6202 ",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 9:38:31,"Mechanic_R. Botavara , Mechanic_M.Manzano , Helper_C. Romero",Work Order Request_Images/666ce6b4.Upload PTW.231524.jpg,7/29/2025 7:08:06,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:49:59,Troubleshoot and replacement of bearing.,Bearing.,Work Order Request_Images/666ce6b4.Photos.231524.jpg,Equipment operational.,No unusual noise.,7/29/2025 7:08:24,,Ensure pump-motor coupling alignment perform vibration and sound checks during inspections and secure mounts to prevent misalignment from vibrations,Work Order Request_Files_/666ce6b4.File Upload.030508.pdf,,8/1/2025 11:04:53,Operational,Closed,8/5/2025 12:16:03,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 18 days,https://drive.google.com/file/d/19t3sbhFfUwmw0Tpz73KnB26UKIrmUYu5/view
0ed6bc98,DPTPP-WR-2025-526,7/18/2025 17:39:09,CMS,Operations,Slag Removal System,Slag Cooler B,Motorized inlet valve to Slag Cooler B,Motorized valve not opening,"Motorized valve not opening even in local operation, error display on motor",7/18/2025 0:00:00,Work Order Request_Images/0ed6bc98.Pictures.094358.jpg,,Breakdown,I&C,"Javier, Corroz, Abrea",Inspected,N,,N,Non-Shutdown,Work Order Request_Files_/0ed6bc98.Methodology.000654.pdf,Inspected,7/21/2025 8:12:12,TRUE,Procee with Inspection,7/24/2025 16:34:13,TRUE,TRUE,TRUE,TRUE,"Done troubleshooting July 18, 2025. Equipment back online",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 9:39:06,"I&C Tech._E.Cualing , I&C Tech._K.Gattoc",Work Order Request_Images/0ed6bc98.Upload PTW.031020.jpg,7/28/2025 11:09:05,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/2025 14:49:51,Reset MOV,N,Work Order Request_Images/0ed6bc98.Photos.031020.jpg,Done,Normal,7/28/2025 11:09:50,,"Regularly checking of equipment and when performing close/open of MOV, island must be at site to confirm the equipment status",Work Order Request_Files_/0ed6bc98.File Upload.110544.pdf,,8/1/2025 19:04:28,Operational,Closed,8/5/2025 12:07:37,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 18 days,https://drive.google.com/file/d/1CvUv32PV00-FmBc0TOuTCeNo2WuTP8f5/view
a7851583,DPTPP-WR-2025-527,7/18/2025 17:43:30,CMS,Operations,Coal Pipe System,Coal Feeder C,conveyor belt,Conveyor belt deviation alarm on DCS,Conveyor belt misalignment causing conveyor deviation alarm in DCS.,7/18/2025 0:00:00,Work Order Request_Images/a7851583.Pictures.103132.jpg,,Breakdown,Mechanical,"Javier, Corroz, Abrea",Inspected,N/A,,N/A,Equipment Shutdown,Work Order Request_Files_/a7851583.Methodology.015045.pdf,Realignment of roller.,7/21/2025 9:46:21,TRUE,Conduct roller alignment. Make sure that Deviation switch are placed properly,7/24/2025 16:34:54,TRUE,TRUE,TRUE,TRUE,"Done troubleshooting July 18, 2025. Equipment back online",,"Permit to Work , Lock Out Tag Out","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 9:40:22,"Mechanic_C. Ilagan , Mechanic_R.Salomon",Work Order Request_Images/a7851583.Upload PTW.234616.jpg,7/29/2025 7:36:22,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/2025 14:49:43,Alignment of belt.,None,Work Order Request_Images/a7851583.Photos.234616.jpg,Stable belt position.,N/A,7/29/2025 7:36:32,,Regularly inspect and maintain conveyor belt alignment and roller condition ensure proper loading practices to avoid uneven stress and verify functionality of deviation sensors through routine system testing,Work Order Request_Files_/a7851583.File Upload.021224.pdf,,8/1/2025 10:12:18,Operational,Closed,8/5/2025 12:16:37,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 18 days,https://drive.google.com/file/d/1v8tkGWaQyOVQJxIrQxJ0zOR2H8vCx6nV/view
e8aa6307,DPTPP-WR-2025-528,7/18/2025 21:54:55,CMS,Operations,Limestone Handling System,Star Feeder/Limestone Feeder,star feeeder main motor,'FAN'' of star feeder main motor not functioning,'FAN'' of star feeder main motor not functioning,7/18/2025 21:23:00,Work Order Request_Images/e8aa6307.Pictures.140047.jpg,,Sustainable,Electrical,JUDE MYKAEL IMPEL,Inspected,None,,Insulation resistance tester,Equipment Shutdown,Work Order Request_Files_/e8aa6307.Methodology.011015.xlsx,Inspected (Stator winding for rewind due to failed winding resistance),7/19/2025 9:10:39,TRUE,Expedite rewinding of the motor. Install upon availability,7/19/2025 15:51:54,TRUE,TRUE,TRUE,TRUE,"Temporary Installed Blower Fan with Canopy  on July 21,2025. Awaiting delivery of replacement Parts: FPO-000181 & FPO-000182 ETA: August 15,2025",7/22/2025 14:34:11,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",8/12/2025 8:59:04,"Electrical 2 , Electrician_J. Simaurio",Work Order Request_Images/e8aa6307.Upload PTW.014853.jpg,8/20/2025 9:47:50,TRUE,TRUE,TRUE,TRUE,FALSE,8/20/2025 10:23:59,,,,,,,,,,,,,,,0,0,Maintenance,Operations,Maintenance,Closed,Done,Done,Pending for 38 days,https://drive.google.com/file/d/15o2FeHB9PnAF39ucfUFn9NXxrpekWg5i/view
987708a3,DPTPP-WR-2025-529,7/18/2025 22:20:16,CMS,Operations,Limestone Handling System,Limestone Hopper,Filter Screen,Filter screen weld detach,"During the preparation for limestone loading, material handling operator check  the condition of equipment needed for operation. He found that the  part of filter screen was detach from the weld.",7/18/2025 22:00:00,Work Order Request_Images/987708a3.Pictures.150218.jpg,,Sustainable,Mechanical,R.Tipsay/W.Senining,For repair,N/A,,"Welding machine, grinding machine",Equipment Shutdown,Work Order Request_Files_/987708a3.Methodology.060854.pdf,Rewelding.,7/21/2025 14:04:30,TRUE,Prepare welding materials and weld damaged part,7/24/2025 16:35:44,TRUE,TRUE,TRUE,TRUE,"Done, July 20, 2025",,"Permit to Work , Hot Works","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING Coordinate","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 9:41:38,"Mechanic_M.Manzano , Mechanic_C. Ilagan , Welder_R. Baldivino , Helper_C. Romero",Work Order Request_Images/987708a3.Upload PTW.232347.jpg,7/29/2025 7:22:34,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/2025 14:49:36,Rewelding of detached filter screen.,None,Work Order Request_Images/987708a3.Photos.232347.jpg,Operational.,N/A,7/29/2025 7:22:58,,Implement regular inspections and timely replacement schedules monitor material feed conditions to minimize impact damage and prolong screen life,Work Order Request_Files_/987708a3.File Upload.031610.pdf,,8/1/2025 11:15:46,Operational,Closed,8/5/2025 12:15:52,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 18 days,https://drive.google.com/file/d/1Edf-VNO6vOGlJNVx62H9JZNnjYSoL76p/view
40b1011c,DPTPP-WR-2025-530,7/19/2025 7:41:24,CMS,Operations,Ash and Dust Handling system,,air pressure hose,worn out air pressure hose,worn out air pressure hose,7/19/2025 6:44:00,Work Order Request_Images/40b1011c.Pictures.234409.jpg,,Breakdown,I&C,Jude Mykael Impel,Inspected,PU hose #12,,N,Non-Shutdown,Work Order Request_Files_/40b1011c.Methodology.001010.pdf,Inspected,7/21/2025 8:15:20,TRUE,Replace with new Hose,7/24/2025 16:36:02,TRUE,TRUE,TRUE,TRUE,"Replacement of PU hose done July 19, 2025",,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",7/28/2025 9:42:29,"I&C Tech._E.Cualing , I&C Tech._K.Gattoc",Work Order Request_Images/40b1011c.Upload PTW.031630.jpg,7/28/2025 11:15:15,TRUE,TRUE,TRUE,TRUE,FALSE,7/29/2025 14:49:30,Replacement of PU hose,PU hose,Work Order Request_Images/40b1011c.Photos.031630.jpg,Hose replaced,No more leak,7/28/2025 11:15:28,,Ensure to have spare of pneumatic hose for immediate replacement if needed,Work Order Request_Files_/40b1011c.File Upload.111527.pdf,,8/1/2025 19:16:04,Operational,Closed,8/5/2025 12:07:14,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 17 days,https://drive.google.com/file/d/1_E2VeRNLs2_KgJVniqu3fD9Yn_8raRh7/view
